timestamp,trial_number,iteration,algorithm,key_size_or_curve,chain_depth,handshake_time_ms,certificate_chain_size_bytes,free_heap_bytes,largest_free_block_bytes,fragmentation_ratio,handshake_success
2026-05-26T21:04:46,10,110,ECDSA,secp256r1,2,4565.0,2434,209996,110580,0.473,1
2026-05-26T21:04:51,1,111,ECDSA,secp256r1,3,5060.0,3110,209044,110580,0.471,1
2026-05-26T21:04:56,2,112,ECDSA,secp256r1,3,4508.0,3110,209052,110580,0.471,1
2026-05-26T21:05:00,3,113,ECDSA,secp256r1,3,3677.0,3110,209060,110580,0.471,1
2026-05-26T21:05:04,4,114,ECDSA,secp256r1,3,3507.0,3110,209060,110580,0.471,1
2026-05-26T21:05:08,5,115,ECDSA,secp256r1,3,3879.0,3110,208612,110580,0.47,1
2026-05-26T21:05:13,6,116,ECDSA,secp256r1,3,4096.0,3110,208848,110580,0.471,1
2026-05-26T21:05:17,7,117,ECDSA,secp256r1,3,3783.0,3110,209068,110580,0.471,1
2026-05-26T21:05:21,8,118,ECDSA,secp256r1,3,3593.0,3110,209044,110580,0.471,1
2026-05-26T21:05:25,9,119,ECDSA,secp256r1,3,3932.0,3110,208856,110580,0.471,1
2026-05-26T21:05:29,10,120,ECDSA,secp256r1,3,3584.0,3110,209028,110580,0.471,1
2026-05-26T21:05:32,1,121,ECDSA,secp384r1,0,2025.0,1123,211060,110580,0.476,1
2026-05-26T21:05:34,2,122,ECDSA,secp384r1,0,2042.0,1123,211056,110580,0.476,1
2026-05-26T21:05:40,3,123,ECDSA,secp384r1,0,5356.0,1123,211084,110580,0.476,1
2026-05-26T21:05:43,4,124,ECDSA,secp384r1,0,2535.0,1123,211096,110580,0.476,1
2026-05-26T21:05:45,5,125,ECDSA,secp384r1,0,2046.0,1123,211076,110580,0.476,1
2026-05-26T21:05:47,6,126,ECDSA,secp384r1,0,2151.0,1123,210876,110580,0.476,1
2026-05-26T21:05:50,7,127,ECDSA,secp384r1,0,1876.0,1123,211088,110580,0.476,1
2026-05-26T21:05:52,8,128,ECDSA,secp384r1,0,1850.0,1123,210864,110580,0.476,1
2026-05-26T21:05:54,9,129,ECDSA,secp384r1,0,2203.0,1123,210876,110580,0.476,1
2026-05-26T21:05:57,10,130,ECDSA,secp384r1,0,2008.0,1123,211104,110580,0.476,1
2026-05-26T21:06:00,1,131,ECDSA,secp384r1,1,2886.0,1885,211272,110580,0.477,1
2026-05-26T21:06:04,2,132,ECDSA,secp384r1,1,3463.0,1885,211576,110580,0.477,1
2026-05-26T21:06:08,3,133,ECDSA,secp384r1,1,3283.0,1885,211556,110580,0.477,1
2026-05-26T21:06:12,4,134,ECDSA,secp384r1,1,3597.0,1885,211564,110580,0.477,1
2026-05-26T21:06:24,5,135,ECDSA,secp384r1,1,12374.0,1885,211156,110580,0.476,1
2026-05-26T21:06:28,6,136,ECDSA,secp384r1,1,2925.0,1885,211452,110580,0.477,1
2026-05-26T21:06:31,7,137,ECDSA,secp384r1,1,3207.0,1885,211560,110580,0.477,1
2026-05-26T21:06:34,8,138,ECDSA,secp384r1,1,3037.0,1885,211364,110580,0.477,1
2026-05-26T21:06:38,9,139,ECDSA,secp384r1,1,3308.0,1885,211568,110580,0.477,1
2026-05-26T21:06:42,10,140,ECDSA,secp384r1,1,3592.0,1885,211568,110580,0.477,1
2026-05-26T21:06:47,1,141,ECDSA,secp384r1,2,4533.0,2638,210148,110580,0.474,1
2026-05-26T21:06:52,2,142,ECDSA,secp384r1,2,4153.0,2638,210120,110580,0.474,1
2026-05-26T21:06:57,3,143,ECDSA,secp384r1,2,5094.0,2638,209952,110580,0.473,1
2026-05-26T21:07:11,4,144,ECDSA,secp384r1,2,13170.0,2638,210144,110580,0.474,1
2026-05-26T21:07:15,5,145,ECDSA,secp384r1,2,4009.0,2638,209928,110580,0.473,1
2026-05-26T21:07:19,6,146,ECDSA,secp384r1,2,4168.0,2638,210128,110580,0.474,1
2026-05-26T21:07:24,7,147,ECDSA,secp384r1,2,4327.0,2638,210152,110580,0.474,1
2026-05-26T21:07:28,8,148,ECDSA,secp384r1,2,3920.0,2638,209952,110580,0.473,1
2026-05-26T21:07:33,9,149,ECDSA,secp384r1,2,4265.0,2638,210136,110580,0.474,1
2026-05-26T21:07:41,10,150,ECDSA,secp384r1,2,7716.0,2638,210144,110580,0.474,1
2026-05-26T21:07:47,1,151,ECDSA,secp384r1,3,5633.0,3403,208720,110580,0.47,1
2026-05-26T21:07:53,2,152,ECDSA,secp384r1,3,5180.0,3403,208708,110580,0.47,1
2026-05-26T21:07:58,3,153,ECDSA,secp384r1,3,4974.0,3403,208712,110580,0.47,1
2026-05-26T21:08:04,4,154,ECDSA,secp384r1,3,5168.0,3403,208516,110580,0.47,1
2026-05-26T21:08:10,5,155,ECDSA,secp384r1,3,6247.0,3403,208520,110580,0.47,1
2026-05-26T21:08:16,6,156,ECDSA,secp384r1,3,5618.0,3403,208248,110580,0.469,1
2026-05-26T21:08:22,7,157,ECDSA,secp384r1,3,5115.0,3403,208720,110580,0.47,1
2026-05-26T21:08:33,8,158,ECDSA,secp384r1,3,11199.0,3403,208740,110580,0.47,1
2026-05-26T21:08:41,9,159,ECDSA,secp384r1,3,7575.0,3403,208712,110580,0.47,1
2026-05-26T21:08:47,10,160,ECDSA,secp384r1,3,5580.0,3403,207980,110580,0.468,1
