timestamp,algoritmo,tamaño_clave,curva,longitud_cadena,iteracion,tiempo_handshake_s,tiempo_handshake_ms,tamaño_certificados_bytes,exitoso,label
2026-05-18T14:53:22.419282,RSA,2048,,0,1,0.004888,4.888,1257,True,RSA-2048
2026-05-18T14:53:22.419393,RSA,2048,,0,2,0.00132,1.32,1257,True,RSA-2048
2026-05-18T14:53:22.419451,RSA,2048,,0,3,0.001337,1.337,1257,True,RSA-2048
2026-05-18T14:53:22.419500,RSA,2048,,0,4,0.001254,1.254,1257,True,RSA-2048
2026-05-18T14:53:22.419546,RSA,2048,,0,5,0.001142,1.142,1257,True,RSA-2048
2026-05-18T14:53:22.419589,RSA,2048,,0,6,0.001129,1.129,1257,True,RSA-2048
2026-05-18T14:53:22.419631,RSA,2048,,0,7,0.001126,1.126,1257,True,RSA-2048
2026-05-18T14:53:22.419671,RSA,2048,,0,8,0.001119,1.119,1257,True,RSA-2048
2026-05-18T14:53:22.419712,RSA,2048,,0,9,0.001135,1.135,1257,True,RSA-2048
2026-05-18T14:53:22.419752,RSA,2048,,0,10,0.001132,1.132,1257,True,RSA-2048
2026-05-18T14:53:22.419789,RSA,2048,,0,11,0.001136,1.136,1257,True,RSA-2048
2026-05-18T14:53:22.419820,RSA,2048,,0,12,0.001085,1.085,1257,True,RSA-2048
2026-05-18T14:53:22.419851,RSA,2048,,0,13,0.001044,1.044,1257,True,RSA-2048
2026-05-18T14:53:22.419882,RSA,2048,,0,14,0.001018,1.018,1257,True,RSA-2048
2026-05-18T14:53:22.419912,RSA,2048,,0,15,0.001052,1.052,1257,True,RSA-2048
2026-05-18T14:53:22.419942,RSA,2048,,0,16,0.001046,1.046,1257,True,RSA-2048
2026-05-18T14:53:22.419973,RSA,2048,,0,17,0.001038,1.038,1257,True,RSA-2048
2026-05-18T14:53:22.420002,RSA,2048,,0,18,0.0011,1.1,1257,True,RSA-2048
2026-05-18T14:53:22.420032,RSA,2048,,0,19,0.001025,1.025,1257,True,RSA-2048
2026-05-18T14:53:22.420061,RSA,2048,,0,20,0.001033,1.033,1257,True,RSA-2048
2026-05-18T14:53:22.420091,RSA,2048,,0,21,0.001079,1.079,1257,True,RSA-2048
2026-05-18T14:53:22.420120,RSA,2048,,0,22,0.0011,1.1,1257,True,RSA-2048
2026-05-18T14:53:22.420149,RSA,2048,,0,23,0.001104,1.104,1257,True,RSA-2048
2026-05-18T14:53:22.420179,RSA,2048,,0,24,0.001159,1.159,1257,True,RSA-2048
2026-05-18T14:53:22.420208,RSA,2048,,0,25,0.001056,1.056,1257,True,RSA-2048
2026-05-18T14:53:22.420237,RSA,2048,,0,26,0.001056,1.056,1257,True,RSA-2048
2026-05-18T14:53:22.420267,RSA,2048,,0,27,0.001068,1.068,1257,True,RSA-2048
2026-05-18T14:53:22.420295,RSA,2048,,0,28,0.001043,1.043,1257,True,RSA-2048
2026-05-18T14:53:22.420325,RSA,2048,,0,29,0.001038,1.038,1257,True,RSA-2048
2026-05-18T14:53:22.420353,RSA,2048,,0,30,0.001008,1.008,1257,True,RSA-2048
2026-05-18T14:53:22.776731,RSA,2048,,1,1,0.002123,2.123,2530,True,RSA-2048
2026-05-18T14:53:22.776839,RSA,2048,,1,2,0.001549,1.549,2530,True,RSA-2048
2026-05-18T14:53:22.776892,RSA,2048,,1,3,0.001473,1.473,2530,True,RSA-2048
2026-05-18T14:53:22.776937,RSA,2048,,1,4,0.001488,1.488,2530,True,RSA-2048
2026-05-18T14:53:22.776979,RSA,2048,,1,5,0.001369,1.369,2530,True,RSA-2048
2026-05-18T14:53:22.777019,RSA,2048,,1,6,0.001386,1.386,2530,True,RSA-2048
2026-05-18T14:53:22.777059,RSA,2048,,1,7,0.001376,1.376,2530,True,RSA-2048
2026-05-18T14:53:22.777099,RSA,2048,,1,8,0.001458,1.458,2530,True,RSA-2048
2026-05-18T14:53:22.777138,RSA,2048,,1,9,0.001476,1.476,2530,True,RSA-2048
2026-05-18T14:53:22.777177,RSA,2048,,1,10,0.001326,1.326,2530,True,RSA-2048
2026-05-18T14:53:22.777216,RSA,2048,,1,11,0.001282,1.282,2530,True,RSA-2048
2026-05-18T14:53:22.777255,RSA,2048,,1,12,0.001287,1.287,2530,True,RSA-2048
2026-05-18T14:53:22.777293,RSA,2048,,1,13,0.001277,1.277,2530,True,RSA-2048
2026-05-18T14:53:22.777332,RSA,2048,,1,14,0.001222,1.222,2530,True,RSA-2048
2026-05-18T14:53:22.777369,RSA,2048,,1,15,0.001203,1.203,2530,True,RSA-2048
2026-05-18T14:53:22.777407,RSA,2048,,1,16,0.001178,1.178,2530,True,RSA-2048
2026-05-18T14:53:22.777445,RSA,2048,,1,17,0.001274,1.274,2530,True,RSA-2048
2026-05-18T14:53:22.777483,RSA,2048,,1,18,0.001252,1.252,2530,True,RSA-2048
2026-05-18T14:53:22.777521,RSA,2048,,1,19,0.001241,1.241,2530,True,RSA-2048
2026-05-18T14:53:22.777559,RSA,2048,,1,20,0.001219,1.219,2530,True,RSA-2048
2026-05-18T14:53:22.777596,RSA,2048,,1,21,0.001217,1.217,2530,True,RSA-2048
2026-05-18T14:53:22.777630,RSA,2048,,1,22,0.001202,1.202,2530,True,RSA-2048
2026-05-18T14:53:22.777714,RSA,2048,,1,23,0.001215,1.215,2530,True,RSA-2048
2026-05-18T14:53:22.777755,RSA,2048,,1,24,0.001176,1.176,2530,True,RSA-2048
2026-05-18T14:53:22.777795,RSA,2048,,1,25,0.001191,1.191,2530,True,RSA-2048
2026-05-18T14:53:22.777834,RSA,2048,,1,26,0.001177,1.177,2530,True,RSA-2048
2026-05-18T14:53:22.777873,RSA,2048,,1,27,0.001154,1.154,2530,True,RSA-2048
2026-05-18T14:53:22.777913,RSA,2048,,1,28,0.001151,1.151,2530,True,RSA-2048
2026-05-18T14:53:22.777952,RSA,2048,,1,29,0.001168,1.168,2530,True,RSA-2048
2026-05-18T14:53:22.777991,RSA,2048,,1,30,0.00116,1.16,2530,True,RSA-2048
2026-05-18T14:53:23.397911,RSA,2048,,2,1,0.002283,2.283,3803,True,RSA-2048
2026-05-18T14:53:23.398037,RSA,2048,,2,2,0.001698,1.698,3803,True,RSA-2048
2026-05-18T14:53:23.398090,RSA,2048,,2,3,0.001644,1.644,3803,True,RSA-2048
2026-05-18T14:53:23.398136,RSA,2048,,2,4,0.001664,1.664,3803,True,RSA-2048
2026-05-18T14:53:23.398209,RSA,2048,,2,5,0.001563,1.563,3803,True,RSA-2048
2026-05-18T14:53:23.398273,RSA,2048,,2,6,0.001501,1.501,3803,True,RSA-2048
2026-05-18T14:53:23.398328,RSA,2048,,2,7,0.00149,1.49,3803,True,RSA-2048
2026-05-18T14:53:23.398375,RSA,2048,,2,8,0.001453,1.453,3803,True,RSA-2048
2026-05-18T14:53:23.398443,RSA,2048,,2,9,0.001403,1.403,3803,True,RSA-2048
2026-05-18T14:53:23.398503,RSA,2048,,2,10,0.001406,1.406,3803,True,RSA-2048
2026-05-18T14:53:23.398546,RSA,2048,,2,11,0.001407,1.407,3803,True,RSA-2048
2026-05-18T14:53:23.398583,RSA,2048,,2,12,0.001377,1.377,3803,True,RSA-2048
2026-05-18T14:53:23.398621,RSA,2048,,2,13,0.001405,1.405,3803,True,RSA-2048
2026-05-18T14:53:23.398674,RSA,2048,,2,14,0.001414,1.414,3803,True,RSA-2048
2026-05-18T14:53:23.398712,RSA,2048,,2,15,0.001427,1.427,3803,True,RSA-2048
2026-05-18T14:53:23.398803,RSA,2048,,2,16,0.001438,1.438,3803,True,RSA-2048
2026-05-18T14:53:23.398841,RSA,2048,,2,17,0.001391,1.391,3803,True,RSA-2048
2026-05-18T14:53:23.398882,RSA,2048,,2,18,0.00131,1.31,3803,True,RSA-2048
2026-05-18T14:53:23.398927,RSA,2048,,2,19,0.001376,1.376,3803,True,RSA-2048
